seq,title,genre,text,reviewer,rate,like,comment
305,이터널스,2021 ? 판타지/액션/모험 ? 미국,"10명의 이야기를 담아내기엔 너무 짧은 시간. 솔직히 어느 한 인물의 이야기도 제대로 담아내지 못했기에 인물들의 행동이나 변화가 급작스럽게 느껴진다.

올해 마블 영화들은 어딘가 하나씩 아쉬웠다. 대략적으로 요약하자면 볼거리는 많은데 인물에 감정이입이 안 된다는 것. 페이즈 4로 넘어오면서 이야기 하나하나의 스케일이 갑작스레 커졌는데 제대로 소화하지 못하는 느낌이다. 그리고 그걸 볼거리로 덮으려는 느낌.

샹치나 블랙위도우나 새로운 캐릭터들의 매력이 크게 부각되지 못했다는 것이 아쉬웠다. 이터널스의 경우, 훨씬 더 많은 캐릭터들이 등장하기 때문에 해결해야할 문제가 더 많았다.

다행인지는 몰라도, 이터널스에서는 캐릭터의 매력이 그닥 큰 문제로 여겨지지 않았다. 한 명에게 몰빵하는 영화가 아니라 그런 듯 하다. 영화의 3분 2를 새로운 인물 소개에 할애하다 보니, 인물이 매력적이지 않다는 느낌이 들기도 전에 새로운 인물이 등장한다.

이터널스의 가장 큰 문제라면, 액션일 것이다. 무지막지한 스케일로 때려부수지만, 정작 밀도있거나 신선하다는 느낌은 없다. 우선, 다양한 인물이 등장하지만, 팀으로 싸우는 장면이 거의 없다는 것이 문제이다. 그 많은 인원이 각자 따로 싸우니, 굳이 팀이어야 하나라는 의문이 든다. 다시 말해, 블랙 위도우에서 느꼈던 팀업 무비로서의 매력도 덜하다.

또한, 많은 사람이 언급하듯 저스티스 리그를 연상케 하는 액션이 많다는 것도 문제이다. 제작 당시 어땠는지는 몰라도 상당수의 장면에서 DC 영화에서 영감을 받은 흔적이 드러난다. 다시 말해, 샹치에서 느꼈던 신선함도 떨어진다.

그럼에도 이터널스를 앞선 두 영화에 비해 더 좋게 본 것은 스토리에 있다. 주제의식이 다소 직접적으로 드러낸 것은 아쉽지만, 영화가 이야기하고자 하는 메세지가 자칫 진부해질 수 있음에도 흥미롭게 풀어나갔다.

또한, 노매드랜드에서도 인상적으로 본 영상미가 여기에서도 고스란히 드러난다. 상당히 방대한 시공간을 넘나들면서 펼쳐지는 영상을 보는 것도 나름대로 즐거운 경험이었다.

드라마도 괜찮게 쌓아갔다. 여러 인물의 사랑을 보여주면서 중심소재 중 하나로 활용한다. 개봉 전 논란이 되었던 그 장면도, 마찬가지로 자연스럽게 등장해 아무런 맥락도 없이 나온 스타워즈8 키스신의 악몽을 재현하지는 않았다.

다만 앞서 언급했듯 영화의 시간이 결코 짧지 않음에도 하고 싶은 말을 미처 다 하지 못했다는 것이 여실히 느껴진다. 인물 소개하랴, 배경 소개하랴, 과거 소개하랴, 악당 소개하랴... 할 일이 너무 많아 제대로 씹지 않고 그냥 삼켜버려 더부룩한 느낌이 든다. 그 과정에서 소모된 캐릭터도 너무나도 많고, 부실해진 감정선도 눈에 띈다. 차라리 영화를 2편으로 나누어서 전반부를 1부로, 후반부를 2부로 나누는 것도 괜찮은 선택지이지 않았을까라는 아쉬움이 든다.

결론적으로 기존의 마블 영화랑은 결이 약간 다르다. 그렇다고 디씨의 느낌도 아니다. 액션에 힘을 빼고 드라마와 앞으로의 MCU 배경 소개에 집중한 느낌이다. 진중한 느낌은 좋았지만, 마블 영화에서 사람들이 기대하는 재미는 정작 놓친 것 같아 아쉽다.",이민혁,3.5,7,0
306,이터널스,2021 ? 판타지/액션/모험 ? 미국,인간계와 히어로를 넘어 신의 영역으로,전미경,3.5,7,0
307,이터널스,2021 ? 판타지/액션/모험 ? 미국,"무매력 캐릭터
무매력 빌런
무근본 스토리에
PC 떡칠",신정민,1,7,0
308,이터널스,2021 ? 판타지/액션/모험 ? 미국,이게 재미없으면 마블보면 안됨,Sansannnnn,5,7,0
309,이터널스,2021 ? 판타지/액션/모험 ? 미국,건강을 위해 억지로 야채를 먹듯이 우매한 대중들을 위해 마블이 선보이는 례술영화! 아- 이것이 문화생활?! 그러길래 평소에 례술영화를 자주 봐뒀어야지~,또로로,3,7,0
310,이터널스,2021 ? 판타지/액션/모험 ? 미국,"문명진화의 MARVEL식 해석. 인간의 삶은 수단인가, 목적인가?",강민수,4,7,0
311,이터널스,2021 ? 판타지/액션/모험 ? 미국,좀더 다른색깔의 마블리 보고싶군요??,허짱??,보고싶어요,7,0
312,이터널스,2021 ? 판타지/액션/모험 ? 미국,Brand new! 생각보다 많이 괜찮음,크므크므,4,6,0
313,이터널스,2021 ? 판타지/액션/모험 ? 미국,마블이라는 아라비안나이트!,홍석호,3.5,6,0
314,이터널스,2021 ? 판타지/액션/모험 ? 미국,"사랑하는 것을 지키는 일,
세상에서 가장 자연스러운 일.

주제를 위한 빌드업이 부실하다.&nbsp;
사랑하는 지구 사랑하는 인간을 지켜야 하는데, 그들이 왜 인간을 사랑하게 됐는지 알 길이 없다. 정작 주제의 중심에 있는 세르시는 5천년 동안 동족을 사랑하지 않았는가. (그리고 현 연인인 인간(?)과의 사랑은 느낄 겨를이 없다.) 세르시뿐 아니다. 그들의 사랑은 사랑의 스튜디오 사랑의 작대기를 방불케할 정도로 서로를 향하는데, 도무지 인간을 향한 사랑은 어디서 찾아야 할 지 모르겠다. 오히려 인간에 대한 원망은 쉽게 읽을 수 있는 아이러니만 가득하다.&nbsp;

그들은 자연의 섭리를 따르는데, 관람자는 마음이 불편하다.&nbsp;
지구인 히어로든, 외계인 히어로든, 기존의 히어로는 지구를 지키거나 인간을 지키는 데에서 그친다. 그러나 이들은 인간을 계몽하고 진화시키는 존재다. 인간 문명이 부정당하는 기분이다.&nbsp;
원폭 장면은 할많하않.&nbsp;

액션은 역동적이었다.&nbsp;
클로이 자오 파이팅.&nbsp;
2021년 11월16일에 봄&nbsp;",이용희,2,6,0
315,이터널스,2021 ? 판타지/액션/모험 ? 미국,새로운 히어로들의 마블버전 인간극장,SkyWave,3.5,6,0
316,이터널스,2021 ? 판타지/액션/모험 ? 미국,매력이 없다.,감성과 이성사이,2.5,6,0
317,이터널스,2021 ? 판타지/액션/모험 ? 미국,pc라는 이유로 히로시마원자폭탄씬을 넣고 눈물을 흘리는 장면은 인류애가 아니라 일본인 피해자 코스프레입니다.,여성운,0.5,6,0
318,이터널스,2021 ? 판타지/액션/모험 ? 미국,인간에 대한 고찰에 대한 주제로 155분 동안 토론만하다 끝난 느낌,nitead,2.5,6,0
319,이터널스,2021 ? 판타지/액션/모험 ? 미국,"너무 커져만 가는데..겉잡을 수 있을 것인가.
(마동석형님이 나올땐 항상 소름)",Hun,3.5,6,0
320,이터널스,2021 ? 판타지/액션/모험 ? 미국,"다음 페이즈로 나아가는 이터널스의 이야기, 다양성과 영상미 그리고 사랑에 대한 메시지도 좋긴 하지만 마블만의 재미와 쾌감은 반타작이나 될까.",최진욱,3,6,0
321,이터널스,2021 ? 판타지/액션/모험 ? 미국,클로이 자오에게서 벽이 느껴지네요 완.벽.,Silvi,5,6,0
322,이터널스,2021 ? 판타지/액션/모험 ? 미국,"마블에서 만든 전래동화
재밌음??",Rebe,4,6,0
323,이터널스,2021 ? 판타지/액션/모험 ? 미국,다양성에 강박적이다. 하지만 세르시를 통해 또 다른 힘의 형태를 보여주는데는 성공한 듯.,박소희,4,6,0
324,이터널스,2021 ? 판타지/액션/모험 ? 미국,모든 캐릭터들의 개성을 잘 살린다,영화 좋아하는 중딩,3,6,0
325,이터널스,2021 ? 판타지/액션/모험 ? 미국,"사랑하는 마음을 지키기 위한 분투.
덜어내기 힘든 영원불멸의 무게.",m.blue,3,6,0
326,이터널스,2021 ? 판타지/액션/모험 ? 미국,"타임머신을 타고 우주의 기원설을 알게 된 기분이랄까 스케일이 크다보니깐 눈호강 하기에는 좋았지만 등장인물도 많고 뭔 말인지,,,",circle,3.5,6,0
327,이터널스,2021 ? 판타지/액션/모험 ? 미국,"1. 작품의 입지나 위치로 따지면 인피니티 사가의 &lt;가디언즈 오브 갤럭시&gt;(2014) 격의 작품인데 &lt;이터널스&gt;(2021)가 가지고 있는 무게감은 그보다 훨씬 더 컸을 것이다. 캐릭터 수도 더 많고 다루는 세계의 범위와 깊이도 이쪽이 더 넓고 깊다. 전자는 &lt;어벤져스&gt;(2012)의 대성공 이후 만들어졌지만 이쪽은 그만한 주축이 아직 만들어진 것도 아니어서 난이도는 더 어려웠을 수밖에 없다. 할 일은 많고 관객들의 기대치는 높은 이 기획의 시작이 걸작으로 남기란 어려울 것이다. 새로운 사가의 시작점에 있는 만큼 드라마에 충실하리라 생각했는데, 보고 나니 디즈니와 마블 스튜디오를 설득해낸 클로이 자오의 비전을 지지할 수 있을 것 같다. 7천 년 동안의 여러 시간대를 오가는 동안 열 명의 캐릭터 모두를 알맞은 비중으로 기억에 남게 해주는 각본과, 감독이 누구인지 말해주지 않아도 클로이 자오라는 이름을 떠올릴 수 있을 법한 영상 연출은 물론이고 내 기준에서는 시각적인 즐길거리에도 충실했다.
?
2. '아리솀'의 피조물이라고 해서 인간 세상을 굽어보는 신적인 집단인 게 아니라 '이터널'들도 감정, 사랑이 있고 언제나 옳은 행동을 하지는 않으며 인간에게서 양면적인 것들을 보고 누군가를 시기하거나 가장 가까운 누군가를 해칠 수도 있는 존재라는 것. 그것이 중요했다. 수천 년 동안 옳다고 믿어온 가치가 무너지거나, 혹은 자신의 신념과 사랑 사이에서 선택의 기로에 서거나, 혹은 몇 세기 동안의 판단을 뒤흔드는 만큼의 사랑이 찾아오거나. &lt;이터널스&gt;가 캐릭터들의 감정을 다루는 태도는 영상 연출의 방식과 맞물려 흥미롭기도 했다. 마치 이들은 이미 수천 년 동안 비슷한 일들을 숱하게 겪어왔다고 말해주는 듯한 장면과 장면의 흐름. 짧지 않은 상영시간이지만 &lt;이터널스&gt;는 특정한 상황에 관객이 오래 머무르기를 바라지 않는 것처럼 호흡을 조절해낸다. BC 5세기의 바빌론으로 갔다가도 우리는 이내 현재의 런던으로 돌아와야 한다. 누군가의 목적과 계획에 의해서 사는 존재가 아니라 스스로의 삶을 기억하고 사랑을 지켜냄으로써 '우리'는 영원해진다. 여기서의 영원은 늙지 않음으로써 이루어지는 게 아니라 사랑하는 것에 생을 거는 일을 통해서 일어난다.",Dongjin Kim,4,6,0
328,이터널스,2021 ? 판타지/액션/모험 ? 미국,"1. 그간 알게 모르게 쌓여있던 시리즈의 피로감을 전환시키는 데에는 성공했다. 물론 나은 방향으로

2. 클로이 자오 감독님의 캐릭터라이징은 분명 이터널스 출발에 플러스가 됐을 것. 백인, 흑인, 아시아인, 동성애자, 양성애자, 청각장애인. 열댓명 인물의 특성만큼이나 능력 또한 가지각색. 이만큼의 다양성을 압축함과 동시에 각인시키기에 충분했다. 인간과 인류의 존재성을 풀어내는 방식도 흥미로웠던

3. 새로운 (거대한) 세계관을 시작하는데 이 정도 친절한 설명은 괜찮지 않나? (쿨하고 핫하고 펀한거 2편에서 하면 되잖아 원래 1편은 밑밥 아니었냐구) 앞으로의 이야기 확장을 더 기대하게 만드는. 혹평도, 호평도 다 이해가 가는 신기함

4. 부족하기도 했다. 설명해주고 이해시킬게 너무 방대해서 흐름이 뚝뚝 끊기기도 했고 마블식 유머도 잘 안 통했음. 러브라인도 너무 많더라?

5. 그치만 마카리×드루이그만은 절대 지켜. 제일 신선했던 조합. 청각장애를 가진 햇살같은 에너지의 그와 텔레파시로 통하는 순정 평화주의자 그의 관계성 뭔데. 나를 미치게 해

샹치도 봐야하고 스파이더맨도... 와 내년엔 볼 게 더 많네?",Leeeunjiiinnn,3.5,6,0
329,이터널스,2021 ? 판타지/액션/모험 ? 미국,"마블 스튜디오의 수많은 시리즈 중에
이런 감정을 느끼게 한 작품이 있었던가?",보다 잠들다,4.5,6,0
330,이터널스,2021 ? 판타지/액션/모험 ? 미국,"앵? 이거 완전 대작인데?!
자오감독님 블자겜 좀 하신듯
-21.11.07 건대 CGV",영화보는 정토끼,3.5,6,0
331,이터널스,2021 ? 판타지/액션/모험 ? 미국,"감성적 마블..!
동석이형.. 멋있었어요",은진짱,3,6,0
332,이터널스,2021 ? 판타지/액션/모험 ? 미국,클로이 자오도 어쩔 수 없는 케빈 파이기의 매드 위리. 그저 영알못의 기우로 끝나길.,이원빈,2.5,6,0
333,이터널스,2021 ? 판타지/액션/모험 ? 미국,"그냥 듄을 극장에서 두번 볼걸 ....
마블도 이럴 수 있구나",토브,2,6,0
334,이터널스,2021 ? 판타지/액션/모험 ? 미국,"너.무.좋.아
이게평이 왜갈려?
감동의 눈물만 나네 ㅠ
여태까지 마블과도 다르지만
매력이 흘러 넘친다",네모,4.5,6,0
335,이터널스,2021 ? 판타지/액션/모험 ? 미국,"웃음도 없고 재미도 없고 감동도 없고...
듄을 본후에 이터널스를 봐서 그런지 더 오그라든다..
지루해서 앉아있는게 너무 힘들었다ㅠ",garamiii,2,6,0
336,이터널스,2021 ? 판타지/액션/모험 ? 미국,무엇이 운명이고 무엇이 개척인가.,가을하늘Min,4,6,0
337,이터널스,2021 ? 판타지/액션/모험 ? 미국,캐릭터의 소개와 그 면면만으로도 일견 시선을 잡아두는 그리스 마블 신화.,박구현,3.5,6,1
338,이터널스,2021 ? 판타지/액션/모험 ? 미국,"아쉬운 건 분명하지만, &lt;블랙 팬서&gt;가 96%, &lt;샹치와 텐 링즈의 전설&gt;이 92%, &lt;캡틴 마블&gt;이 79%의 지수를 기록하고 있는 로튼 토마토에서 이 영화가 50%를 기록할 정도인지는 모르겠다.",최현진,3,6,0
339,이터널스,2021 ? 판타지/액션/모험 ? 미국,마블중에 제일 노잼,유수산,1.5,6,0
340,이터널스,2021 ? 판타지/액션/모험 ? 미국,영화가 빨리 안끝나서 화딱지가 났다,WatchaPedia,0.5,6,0
341,이터널스,2021 ? 판타지/액션/모험 ? 미국,자느라 결말을 못 봄 알려주실 분?,시바,2.5,6,0
342,이터널스,2021 ? 판타지/액션/모험 ? 미국,이질적이면서도 무난한 출발. 어떻게 모아낼지는 앞으로에 달렸다.,조영훈,3.5,6,0
343,이터널스,2021 ? 판타지/액션/모험 ? 미국,일단 재미가 없음 말하기도 귀찮음,abg,1.5,6,4
344,이터널스,2021 ? 판타지/액션/모험 ? 미국,최근 실망스러운 영화만 봤었기에 더 반가웠던 영화..ㅠㅠ 시간가는 줄 모르고 봤다 진짜… 액션이면 액션 스토리면 스토리 거기다 스스로 생각해볼만한 요소까지.. 완벽ㅠㅠ 인생 영화가 될 것 같다.,WATCHA,5,6,0
